center,left,right,speed,steering,throttle,brake
recovery\IMG\center_2018_04_20_03_48_34_138.jpg,recovery\IMG\left_2018_04_20_03_48_34_138.jpg,recovery\IMG\right_2018_04_20_03_48_34_138.jpg,18.86208,0,0,0
recovery\IMG\center_2018_04_20_03_48_34_207.jpg,recovery\IMG\left_2018_04_20_03_48_34_207.jpg,recovery\IMG\right_2018_04_20_03_48_34_207.jpg,18.42395,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_346.jpg,recovery\IMG\left_2018_04_20_03_49_03_346.jpg,recovery\IMG\right_2018_04_20_03_49_03_346.jpg,5.722607,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_412.jpg,recovery\IMG\left_2018_04_20_03_49_03_412.jpg,recovery\IMG\right_2018_04_20_03_49_03_412.jpg,5.688489,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_495.jpg,recovery\IMG\left_2018_04_20_03_49_03_495.jpg,recovery\IMG\right_2018_04_20_03_49_03_495.jpg,5.632066,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_565.jpg,recovery\IMG\left_2018_04_20_03_49_03_565.jpg,recovery\IMG\right_2018_04_20_03_49_03_565.jpg,5.598472,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_663.jpg,recovery\IMG\left_2018_04_20_03_49_03_663.jpg,recovery\IMG\right_2018_04_20_03_49_03_663.jpg,5.542911,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_802.jpg,recovery\IMG\left_2018_04_20_03_49_03_802.jpg,recovery\IMG\right_2018_04_20_03_49_03_802.jpg,5.466019,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_901.jpg,recovery\IMG\left_2018_04_20_03_49_03_901.jpg,recovery\IMG\right_2018_04_20_03_49_03_901.jpg,5.411722,0,0,0
recovery\IMG\center_2018_04_20_03_49_03_979.jpg,recovery\IMG\left_2018_04_20_03_49_03_979.jpg,recovery\IMG\right_2018_04_20_03_49_03_979.jpg,5.368654,0,0,0
recovery\IMG\center_2018_04_20_03_49_04_047.jpg,recovery\IMG\left_2018_04_20_03_49_04_047.jpg,recovery\IMG\right_2018_04_20_03_49_04_047.jpg,5.333831,0.15,0,0
recovery\IMG\center_2018_04_20_03_49_04_139.jpg,recovery\IMG\left_2018_04_20_03_49_04_139.jpg,recovery\IMG\right_2018_04_20_03_49_04_139.jpg,5.573997,0.4,0.2689787,0
recovery\IMG\center_2018_04_20_03_49_04_217.jpg,recovery\IMG\left_2018_04_20_03_49_04_217.jpg,recovery\IMG\right_2018_04_20_03_49_04_217.jpg,5.973376,0.6000001,0.502032,0
recovery\IMG\center_2018_04_20_03_49_04_305.jpg,recovery\IMG\left_2018_04_20_03_49_04_305.jpg,recovery\IMG\right_2018_04_20_03_49_04_305.jpg,6.176761,0.4456268,0.239232,0
recovery\IMG\center_2018_04_20_03_49_04_460.jpg,recovery\IMG\left_2018_04_20_03_49_04_460.jpg,recovery\IMG\right_2018_04_20_03_49_04_460.jpg,6.123666,0,0,0
recovery\IMG\center_2018_04_20_03_49_04_609.jpg,recovery\IMG\left_2018_04_20_03_49_04_609.jpg,recovery\IMG\right_2018_04_20_03_49_04_609.jpg,6.042579,0,0,0
recovery\IMG\center_2018_04_20_03_49_04_698.jpg,recovery\IMG\left_2018_04_20_03_49_04_698.jpg,recovery\IMG\right_2018_04_20_03_49_04_698.jpg,5.985723,0,0,0
recovery\IMG\center_2018_04_20_03_49_04_765.jpg,recovery\IMG\left_2018_04_20_03_49_04_765.jpg,recovery\IMG\right_2018_04_20_03_49_04_765.jpg,5.951882,0,0,0
recovery\IMG\center_2018_04_20_03_49_04_849.jpg,recovery\IMG\left_2018_04_20_03_49_04_849.jpg,recovery\IMG\right_2018_04_20_03_49_04_849.jpg,6.139504,0,0.2529032,0
recovery\IMG\center_2018_04_20_03_49_04_929.jpg,recovery\IMG\left_2018_04_20_03_49_04_929.jpg,recovery\IMG\right_2018_04_20_03_49_04_929.jpg,6.558143,0,0.4922109,0
recovery\IMG\center_2018_04_20_03_49_05_089.jpg,recovery\IMG\left_2018_04_20_03_49_05_089.jpg,recovery\IMG\right_2018_04_20_03_49_05_089.jpg,6.716383,0,0.01371226,0
recovery\IMG\center_2018_04_20_03_49_05_160.jpg,recovery\IMG\left_2018_04_20_03_49_05_160.jpg,recovery\IMG\right_2018_04_20_03_49_05_160.jpg,6.665159,0,0,0
recovery\IMG\center_2018_04_20_03_49_05_261.jpg,recovery\IMG\left_2018_04_20_03_49_05_261.jpg,recovery\IMG\right_2018_04_20_03_49_05_261.jpg,6.600577,0,0,0
recovery\IMG\center_2018_04_20_03_49_05_325.jpg,recovery\IMG\left_2018_04_20_03_49_05_325.jpg,recovery\IMG\right_2018_04_20_03_49_05_325.jpg,6.562139,0,0,0
recovery\IMG\center_2018_04_20_03_49_05_397.jpg,recovery\IMG\left_2018_04_20_03_49_05_397.jpg,recovery\IMG\right_2018_04_20_03_49_05_397.jpg,6.511248,0,0,0
recovery\IMG\center_2018_04_20_03_49_05_502.jpg,recovery\IMG\left_2018_04_20_03_49_05_502.jpg,recovery\IMG\right_2018_04_20_03_49_05_502.jpg,6.801671,0,0.3056392,0
recovery\IMG\center_2018_04_20_03_49_05_656.jpg,recovery\IMG\left_2018_04_20_03_49_05_656.jpg,recovery\IMG\right_2018_04_20_03_49_05_656.jpg,7.331346,0,0.223127,0
recovery\IMG\center_2018_04_20_03_49_05_817.jpg,recovery\IMG\left_2018_04_20_03_49_05_817.jpg,recovery\IMG\right_2018_04_20_03_49_05_817.jpg,7.248742,0,0,0
recovery\IMG\center_2018_04_20_03_49_05_897.jpg,recovery\IMG\left_2018_04_20_03_49_05_897.jpg,recovery\IMG\right_2018_04_20_03_49_05_897.jpg,7.19233,0,0,0
recovery\IMG\center_2018_04_20_03_49_06_054.jpg,recovery\IMG\left_2018_04_20_03_49_06_054.jpg,recovery\IMG\right_2018_04_20_03_49_06_054.jpg,7.094687,0,0,0
recovery\IMG\center_2018_04_20_03_49_06_136.jpg,recovery\IMG\left_2018_04_20_03_49_06_136.jpg,recovery\IMG\right_2018_04_20_03_49_06_136.jpg,7.309604,0,0.2463281,0
recovery\IMG\center_2018_04_20_03_49_06_299.jpg,recovery\IMG\left_2018_04_20_03_49_06_299.jpg,recovery\IMG\right_2018_04_20_03_49_06_299.jpg,7.71603,0,0.1581529,0
recovery\IMG\center_2018_04_20_03_49_37_847.jpg,recovery\IMG\left_2018_04_20_03_49_37_847.jpg,recovery\IMG\right_2018_04_20_03_49_37_847.jpg,3.417611,0,0,0
recovery\IMG\center_2018_04_20_03_49_37_919.jpg,recovery\IMG\left_2018_04_20_03_49_37_919.jpg,recovery\IMG\right_2018_04_20_03_49_37_919.jpg,3.388921,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_024.jpg,recovery\IMG\left_2018_04_20_03_49_38_024.jpg,recovery\IMG\right_2018_04_20_03_49_38_024.jpg,3.353382,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_088.jpg,recovery\IMG\left_2018_04_20_03_49_38_088.jpg,recovery\IMG\right_2018_04_20_03_49_38_088.jpg,3.332231,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_200.jpg,recovery\IMG\left_2018_04_20_03_49_38_200.jpg,recovery\IMG\right_2018_04_20_03_49_38_200.jpg,3.29031,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_287.jpg,recovery\IMG\left_2018_04_20_03_49_38_287.jpg,recovery\IMG\right_2018_04_20_03_49_38_287.jpg,3.262643,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_448.jpg,recovery\IMG\left_2018_04_20_03_49_38_448.jpg,recovery\IMG\right_2018_04_20_03_49_38_448.jpg,3.207976,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_615.jpg,recovery\IMG\left_2018_04_20_03_49_38_615.jpg,recovery\IMG\right_2018_04_20_03_49_38_615.jpg,3.87114,-0.25,0.4950232,0
recovery\IMG\center_2018_04_20_03_49_38_780.jpg,recovery\IMG\left_2018_04_20_03_49_38_780.jpg,recovery\IMG\right_2018_04_20_03_49_38_780.jpg,4.096072,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_867.jpg,recovery\IMG\left_2018_04_20_03_49_38_867.jpg,recovery\IMG\right_2018_04_20_03_49_38_867.jpg,4.061844,0,0,0
recovery\IMG\center_2018_04_20_03_49_38_954.jpg,recovery\IMG\left_2018_04_20_03_49_38_954.jpg,recovery\IMG\right_2018_04_20_03_49_38_954.jpg,4.26244,-0.2,0.2572384,0
recovery\IMG\center_2018_04_20_03_49_39_037.jpg,recovery\IMG\left_2018_04_20_03_49_39_037.jpg,recovery\IMG\right_2018_04_20_03_49_39_037.jpg,4.244594,-0.0106165,0.0106165,0
recovery\IMG\center_2018_04_20_03_49_39_109.jpg,recovery\IMG\left_2018_04_20_03_49_39_109.jpg,recovery\IMG\right_2018_04_20_03_49_39_109.jpg,4.209304,0,0,0
recovery\IMG\center_2018_04_20_03_49_39_202.jpg,recovery\IMG\left_2018_04_20_03_49_39_202.jpg,recovery\IMG\right_2018_04_20_03_49_39_202.jpg,4.164203,0,0,0
recovery\IMG\center_2018_04_20_03_49_39_287.jpg,recovery\IMG\left_2018_04_20_03_49_39_287.jpg,recovery\IMG\right_2018_04_20_03_49_39_287.jpg,4.129345,0,0,0
recovery\IMG\center_2018_04_20_03_49_39_372.jpg,recovery\IMG\left_2018_04_20_03_49_39_372.jpg,recovery\IMG\right_2018_04_20_03_49_39_372.jpg,4.333789,0.2,0.2589485,0
recovery\IMG\center_2018_04_20_03_49_39_467.jpg,recovery\IMG\left_2018_04_20_03_49_39_467.jpg,recovery\IMG\right_2018_04_20_03_49_39_467.jpg,4.915402,0.45,0.5426312,0
recovery\IMG\center_2018_04_20_03_49_39_543.jpg,recovery\IMG\left_2018_04_20_03_49_39_543.jpg,recovery\IMG\right_2018_04_20_03_49_39_543.jpg,5.613713,0.314076,0.7711865,0
recovery\IMG\center_2018_04_20_03_49_39_622.jpg,recovery\IMG\left_2018_04_20_03_49_39_622.jpg,recovery\IMG\right_2018_04_20_03_49_39_622.jpg,6.094837,0.07878777,0.5358983,0
recovery\IMG\center_2018_04_20_03_49_39_736.jpg,recovery\IMG\left_2018_04_20_03_49_39_736.jpg,recovery\IMG\right_2018_04_20_03_49_39_736.jpg,7.052286,0.3287878,0.869601,0
recovery\IMG\center_2018_04_20_03_49_39_877.jpg,recovery\IMG\left_2018_04_20_03_49_39_877.jpg,recovery\IMG\right_2018_04_20_03_49_39_877.jpg,7.978666,0,0.4373683,0
recovery\IMG\center_2018_04_20_03_49_39_980.jpg,recovery\IMG\left_2018_04_20_03_49_39_980.jpg,recovery\IMG\right_2018_04_20_03_49_39_980.jpg,8.075127,0,0.1289938,0
recovery\IMG\center_2018_04_20_03_49_40_072.jpg,recovery\IMG\left_2018_04_20_03_49_40_072.jpg,recovery\IMG\right_2018_04_20_03_49_40_072.jpg,8.019272,0,0,0
recovery\IMG\center_2018_04_20_03_49_40_149.jpg,recovery\IMG\left_2018_04_20_03_49_40_149.jpg,recovery\IMG\right_2018_04_20_03_49_40_149.jpg,7.954899,0,0,0
recovery\IMG\center_2018_04_20_03_49_40_250.jpg,recovery\IMG\left_2018_04_20_03_49_40_250.jpg,recovery\IMG\right_2018_04_20_03_49_40_250.jpg,7.861223,0.25,0,0
recovery\IMG\center_2018_04_20_03_49_40_323.jpg,recovery\IMG\left_2018_04_20_03_49_40_323.jpg,recovery\IMG\right_2018_04_20_03_49_40_323.jpg,7.962595,0.45,0.2200082,0
recovery\IMG\center_2018_04_20_03_49_40_413.jpg,recovery\IMG\left_2018_04_20_03_49_40_413.jpg,recovery\IMG\right_2018_04_20_03_49_40_413.jpg,8.302223,0.6500001,0.4914399,0
recovery\IMG\center_2018_04_20_03_49_40_498.jpg,recovery\IMG\left_2018_04_20_03_49_40_498.jpg,recovery\IMG\right_2018_04_20_03_49_40_498.jpg,8.52514,0.5380896,0.2391692,0
recovery\IMG\center_2018_04_20_03_49_40_580.jpg,recovery\IMG\left_2018_04_20_03_49_40_580.jpg,recovery\IMG\right_2018_04_20_03_49_40_580.jpg,8.484594,0.2871236,0,0
recovery\IMG\center_2018_04_20_03_49_40_661.jpg,recovery\IMG\left_2018_04_20_03_49_40_661.jpg,recovery\IMG\right_2018_04_20_03_49_40_661.jpg,8.403037,0.04654065,0,0
recovery\IMG\center_2018_04_20_03_49_40_759.jpg,recovery\IMG\left_2018_04_20_03_49_40_759.jpg,recovery\IMG\right_2018_04_20_03_49_40_759.jpg,8.317545,0,0,0
recovery\IMG\center_2018_04_20_03_49_40_832.jpg,recovery\IMG\left_2018_04_20_03_49_40_832.jpg,recovery\IMG\right_2018_04_20_03_49_40_832.jpg,8.265583,0.15,0,0
recovery\IMG\center_2018_04_20_03_49_40_935.jpg,recovery\IMG\left_2018_04_20_03_49_40_935.jpg,recovery\IMG\right_2018_04_20_03_49_40_935.jpg,8.183915,0,0,0
recovery\IMG\center_2018_04_20_03_49_41_023.jpg,recovery\IMG\left_2018_04_20_03_49_41_023.jpg,recovery\IMG\right_2018_04_20_03_49_41_023.jpg,8.104417,0,0,0
recovery\IMG\center_2018_04_20_03_49_41_094.jpg,recovery\IMG\left_2018_04_20_03_49_41_094.jpg,recovery\IMG\right_2018_04_20_03_49_41_094.jpg,8.057155,0,0,0
recovery\IMG\center_2018_04_20_03_49_41_205.jpg,recovery\IMG\left_2018_04_20_03_49_41_205.jpg,recovery\IMG\right_2018_04_20_03_49_41_205.jpg,8.402589,0,0.3167035,0
recovery\IMG\center_2018_04_20_03_49_41_270.jpg,recovery\IMG\left_2018_04_20_03_49_41_270.jpg,recovery\IMG\right_2018_04_20_03_49_41_270.jpg,8.722308,0,0.526144,0
recovery\IMG\center_2018_04_20_03_49_41_364.jpg,recovery\IMG\left_2018_04_20_03_49_41_364.jpg,recovery\IMG\right_2018_04_20_03_49_41_364.jpg,9.586431,0,0.8013874,0
recovery\IMG\center_2018_04_20_03_49_41_451.jpg,recovery\IMG\left_2018_04_20_03_49_41_451.jpg,recovery\IMG\right_2018_04_20_03_49_41_451.jpg,10.46223,0,1,0
recovery\IMG\center_2018_04_20_03_49_41_539.jpg,recovery\IMG\left_2018_04_20_03_49_41_539.jpg,recovery\IMG\right_2018_04_20_03_49_41_539.jpg,11.66641,0,1,0
recovery\IMG\center_2018_04_20_03_49_41_636.jpg,recovery\IMG\left_2018_04_20_03_49_41_636.jpg,recovery\IMG\right_2018_04_20_03_49_41_636.jpg,12.11322,-0.2,0.7126313,0
recovery\IMG\center_2018_04_20_03_49_41_724.jpg,recovery\IMG\left_2018_04_20_03_49_41_724.jpg,recovery\IMG\right_2018_04_20_03_49_41_724.jpg,12.40898,-0.02413502,0.4493977,0
recovery\IMG\center_2018_04_20_03_49_41_814.jpg,recovery\IMG\left_2018_04_20_03_49_41_814.jpg,recovery\IMG\right_2018_04_20_03_49_41_814.jpg,12.47799,0,0.1872085,0
recovery\IMG\center_2018_04_20_03_49_41_904.jpg,recovery\IMG\left_2018_04_20_03_49_41_904.jpg,recovery\IMG\right_2018_04_20_03_49_41_904.jpg,12.74747,0,0,0
recovery\IMG\center_2018_04_20_03_49_41_994.jpg,recovery\IMG\left_2018_04_20_03_49_41_994.jpg,recovery\IMG\right_2018_04_20_03_49_41_994.jpg,12.6883,0,0,0
recovery\IMG\center_2018_04_20_03_49_42_063.jpg,recovery\IMG\left_2018_04_20_03_49_42_063.jpg,recovery\IMG\right_2018_04_20_03_49_42_063.jpg,12.41201,0,0,0
recovery\IMG\center_2018_04_20_03_49_42_166.jpg,recovery\IMG\left_2018_04_20_03_49_42_166.jpg,recovery\IMG\right_2018_04_20_03_49_42_166.jpg,12.23822,-0.25,0,0
recovery\IMG\center_2018_04_20_03_49_42_235.jpg,recovery\IMG\left_2018_04_20_03_49_42_235.jpg,recovery\IMG\right_2018_04_20_03_49_42_235.jpg,12.20382,-0.0830087,0,0
recovery\IMG\center_2018_04_20_03_49_42_342.jpg,recovery\IMG\left_2018_04_20_03_49_42_342.jpg,recovery\IMG\right_2018_04_20_03_49_42_342.jpg,11.85891,0,0,0
recovery\IMG\center_2018_04_20_03_49_42_403.jpg,recovery\IMG\left_2018_04_20_03_49_42_403.jpg,recovery\IMG\right_2018_04_20_03_49_42_403.jpg,11.76351,0,0,0
recovery\IMG\center_2018_04_20_03_49_42_516.jpg,recovery\IMG\left_2018_04_20_03_49_42_516.jpg,recovery\IMG\right_2018_04_20_03_49_42_516.jpg,11.88757,0,0,0
recovery\IMG\center_2018_04_20_03_49_51_287.jpg,recovery\IMG\left_2018_04_20_03_49_51_287.jpg,recovery\IMG\right_2018_04_20_03_49_51_287.jpg,4.631414,0,0,0
